Rod_Length,Young_Modulus,Density,Damping_Coefficient,Boundary_Condition,Adhesive_Type,Total_Energy,Contact_Stress
1.172063686,173075000000.0,1490.451623,0.089088451,fixed-fixed,Silicone,59254238.22,475026860.27292085
1.036107391,158917000000.0,2033.738044,0.168522086,free-free,Epoxy,39331617.28,416498998.22546816
1.627584414,84649402230.0,4393.651826,0.050973864,fixed-free,Silicone,14026384.5,257013186.28794277
1.04675072,134322000000.0,3424.854832,,fixed-free,Silicone,20712229.37,209444173.11958823
1.976907672,37617274404.0,6097.024872,0.155889616,fixed-free,Epoxy,5410588.42,93916240.32864884
1.948402777,,3973.450699,0.116889209,free-free,Acrylic,13630225.54,
1.214139568,189731000000.0,2683.739942,0.046685869,free-free,Epoxy,36869702.63,834292290.8941915
1.589262183,2526276647.0,5023.785151,0.081150947,fixed-fixed,Silicone,403317.9468,11767767.253482796
1.532187801,16414769761.0,6042.659297,0.162319576,fixed-fixed,Acrylic,2402630.434,40494955.882013395
0.678273861,40638941442.0,1939.5176,0.117886014,free-free,Polyurethane,5961423.524,83050719.55448371
1.765143131,5151535066.0,2032.081356,0.011229028,fixed-free,Acrylic,2383790.592,16759289.345866805
1.256901503,37320902687.0,1233.846521,0.148954958,fixed-free,Silicone,18525725.94,140687713.4041666
1.768772375,125184000000.0,5444.661576,0.016144279,fixed-free,Acrylic,16658588.03,577285260.327941
1.051144342,84054208450.0,6070.425113,0.160332904,fixed-fixed,Epoxy,6914874.048,333551893.1589807
1.948476042,161998000000.0,,0.046933512,fixed-free,Polyurethane,42201276.66,215010748.90733385
1.001575097,172150000000.0,6726.708238,0.185398568,fixed-fixed,Polyurethane,12924162.49,196146168.44639584
0.462959291,65746948213.0,6185.777168,0.079246786,fixed-fixed,Polyurethane,2580460.941,320195365.04407334
1.805948506,49970073969.0,4883.307227,0.074435329,fixed-free,Silicone,9524110.394,114864657.63771473
0.640892605,72617602374.0,6963.745497,0.037432013,fixed-free,Silicone,3457002.958,216914587.41456035
0.936323352,131383000000.0,2272.846855,0.066156248,free-free,Polyurethane,23547343.28,531392356.688383
1.973960956,52616372678.0,1989.662833,0.173271654,free-free,Acrylic,30248835.12,161630769.93315592
1.925784245,129138000000.0,2764.329576,0.210772134,fixed-free,Polyurethane,42774206.51,485284306.23554164
1.318727943,88502724570.0,1450.255608,0.072948367,fixed-fixed,Acrylic,39461427.61,257878319.5937926
1.541106942,106851000000.0,4808.500598,0.101208904,fixed-fixed,Acrylic,18463329.83,227236055.52204686
1.21132208,92073505445.0,7584.275598,0.155000679,fixed-fixed,Silicone,6657943.095,217887325.2842457
1.002634797,57252561091.0,1315.320584,0.173903726,fixed-fixed,Acrylic,20016800.55,99897446.52609359
,183751000000.0,1966.949645,0.126384537,fixed-fixed,Polyurethane,51574472.45,625945897.0239602
1.494691397,168196000000.0,4410.101582,0.082275809,free-free,Silicone,31507770.99,622425334.7125095
1.68075742,28382980439.0,7329.517541,0.078335265,fixed-free,Epoxy,3169903.241,131782045.83189744
1.766958316,187038000000.0,3235.576397,0.140928122,free-free,Epoxy,48144902.47,921219383.8087401
1.731670487,90452088958.0,4674.916281,0.011184202,fixed-fixed,Silicone,17462918.57,312070837.50597614
0.656667447,189479000000.0,1340.741442,0.126605121,fixed-fixed,Polyurethane,44022621.09,278593149.22718304
1.240134073,162628000000.0,2073.635656,0.074452446,fixed-fixed,Epoxy,51396022.3,390267225.2831225
0.562894115,90044270895.0,7716.934009,0.169318351,fixed-fixed,Epoxy,3315470.225,362735308.2523274
1.393676836,4321130056.0,7936.246741,0.025307954,fixed-free,Acrylic,376413.3407,19073096.75437525
1.168218929,53828362838.0,956.6752908,0.132321973,fixed-fixed,Acrylic,29694327.05,152550795.64625013
1.725714445,104782000000.0,7075.684356,0.103129003,fixed-free,Polyurethane,13645489.82,225774892.51892042
0.996284669,122074000000.0,,0.127040659,fixed-fixed,Silicone,11995402.71,153255666.89636305
0.681821191,47341504857.0,6762.24564,0.021901363,fixed-free,Polyurethane,2354457.123,83880642.36683767
0.689480634,29754926715.0,4177.19837,0.12422931,free-free,Silicone,2614254.758,126454201.80257389
1.657684775,183537000000.0,4784.527195,0.117803282,fixed-fixed,Epoxy,28699246.66,514741752.0045579
1.352202041,186352000000.0,4525.640482,0.122071514,fixed-free,Acrylic,34121407.96,903553237.7992992
0.725278975,109513000000.0,5554.580683,0.125933138,free-free,Polyurethane,5679410.284,538185710.3826963
0.599128495,35008968920.0,1973.969922,0.146381569,fixed-fixed,Polyurethane,5159349.284,162680725.8070198
1.594115741,55835284544.0,1191.881637,0.164455583,fixed-fixed,Silicone,36058253.57,228164029.8206847
0.606294179,3296993708.0,3114.148134,0.060555541,fixed-fixed,Silicone,340603.5538,11301028.800568547
1.715240401,180143000000.0,5250.389819,0.164822252,fixed-free,Polyurethane,27082709.6,509996548.5138944
1.591633261,21125807617.0,2193.835388,0.099970321,fixed-free,Silicone,7198163.713,89003860.87572637
0.636445839,115256000000.0,5672.700812,0.025758681,free-free,Polyurethane,6383621.934,447061720.86067396
0.648254694,55032396116.0,7966.63863,0.020012673,fixed-free,Polyurethane,2421498.384,155582364.1586511
1.914085758,107949000000.0,1666.968561,0.078701388,fixed-free,Polyurethane,66327848.27,131492774.62818193
1.074430711,131962000000.0,5526.308402,0.169161571,fixed-fixed,Epoxy,11561886.49,328225586.6016655
0.962111971,171178000000.0,4455.770219,0.155278369,fixed-fixed,Silicone,22019455.17,620232400.6161164
1.619681735,42598406387.0,6943.369028,0.170822208,fixed-fixed,Acrylic,5071327.346,72794664.3420296
1.970579527,2191913614.0,2332.448375,0.100947336,fixed-fixed,Acrylic,942432.9224,4507636.037335062
1.997942556,27052772358.0,5701.656243,0.084869118,fixed-fixed,Silicone,4808870.001,109147806.40502729
1.727342209,189885000000.0,6314.889955,0.041753165,fixed-fixed,Polyurethane,21846267.79,635220310.0298065
1.004333586,180047000000.0,7760.30279,0.078175015,fixed-fixed,Acrylic,11942018.37,283303856.37424207
0.600573784,114491000000.0,5789.203426,0.093212864,free-free,Acrylic,6623293.145,262118373.80402696
1.583205972,107376000000.0,4865.888011,0.026526625,free-free,Silicone,23095808.82,133267681.95577265
1.330972909,129748000000.0,5912.484182,0.051786784,free-free,Acrylic,16212289.65,329975403.94097126
1.15086824,35851956498.0,7311.488948,0.113871958,free-free,Polyurethane,2921473.324,72176016.66747858
1.858451672,182626000000.0,5357.478761,0.148891192,fixed-fixed,Silicone,33300953.22,210816250.40641442
0.648358923,93629747010.0,1193.841423,,free-free,Polyurethane,24058733.06,331309923.4098166
1.213709449,81547913646.0,7481.256226,0.17693707,fixed-fixed,Acrylic,6383210.155,151371705.05523157
0.478094176,109054000000.0,5446.774297,0.136900913,free-free,Acrylic,4486014.631,446824744.7268881
1.216797064,9372054033.0,5521.7956,0.091818953,fixed-free,Polyurethane,1029140.473,45204780.580275714
0.576913264,31136030651.0,2526.781829,0.127807099,free-free,Epoxy,3892193.778,63516522.20217531
0.676649238,156587000000.0,5575.599571,0.169345066,free-free,Acrylic,9711695.65,466025779.4167178
0.672415108,14614181478.0,3631.56951,0.032194125,fixed-fixed,Epoxy,1467283.808,66398823.03867971
1.429083574,123638000000.0,5698.037147,0.08692995,free-free,Acrylic,17009499.69,346060087.54271376
1.601339648,47380009924.0,1767.697097,0.181038083,fixed-free,Epoxy,22658723.57,219903210.58840725
1.311282809,79422584809.0,5535.319395,0.080737747,fixed-fixed,Epoxy,9887664.65,210650764.37741226
1.802312366,55166525429.0,7082.244689,0.118104773,fixed-fixed,Epoxy,6890039.483,173403728.1160795
1.067915506,67288775814.0,1414.925052,,free-free,Polyurethane,28141054.46,172320900.91405138
0.967028626,142706000000.0,7212.705583,0.044699116,fixed-fixed,Epoxy,7950461.554,200214769.98561272
1.832244737,60781906313.0,3576.454092,0.072458384,fixed-fixed,Epoxy,14435831.27,84013132.43419917
0.816199299,115375000000.0,6612.915898,0.075492015,fixed-fixed,Epoxy,6516611.724,494007914.4741265
1.811182493,100850000000.0,7028.492305,0.015011562,fixed-fixed,Acrylic,15272912.12,240266756.0786652
0.510176082,134901000000.0,4644.772222,0.016012313,fixed-fixed,Epoxy,6712719.457,140989344.20843276
2.079135547,184351000000.0,6157.051054,0.165485824,fixed-fixed,Acrylic,27798889.2,560433668.6191643
0.560001186,130687000000.0,6542.224717,0.058290141,fixed-free,Epoxy,6536694.255,582805648.5762162
1.732637528,45206429710.0,3584.673574,0.110138808,free-free,Epoxy,10240727.43,131019668.92345208
,6142229830.0,3181.054987,,fixed-free,Polyurethane,1188355.51,26170927.160971172
2.019711666,46175867776.0,5558.726113,0.184247621,fixed-fixed,Acrylic,9111497.879,50515877.90529173
0.599215767,104231000000.0,6785.276145,0.057832466,fixed-fixed,Epoxy,5122711.273,184356392.7928407
1.291643312,10100724541.0,6169.668533,0.087336347,free-free,Acrylic,1123234.49,12317846.445415504
1.75583373,107248000000.0,,0.191216922,fixed-free,Acrylic,17301673.68,502654830.569387
1.40622021,122126000000.0,3908.55663,0.182729178,free-free,Silicone,20082056.62,595448825.6069938
,65122895045.0,6415.2774,0.044097584,fixed-free,Polyurethane,6973692.602,279246877.10668147
1.401039589,153619000000.0,1949.656764,0.165353652,fixed-fixed,Polyurethane,67814457.83,361598676.5231704
1.225975401,20596514716.0,4771.099114,0.096259094,free-free,Polyurethane,2653732.159,61599442.78815951
1.523793905,15369284646.0,1041.686492,0.10466529,free-free,Silicone,10346725.22,34614776.76997649
1.363232848,149802000000.0,,0.038945708,fixed-fixed,Silicone,33076449.35,518027712.74021316
1.808262162,97376480581.0,3430.164956,0.024755523,free-free,Polyurethane,26336158.66,408646035.6525145
0.581616836,142526000000.0,3915.277673,0.153298231,fixed-free,Silicone,9186566.699,442211584.5213432
0.899600295,81522353197.0,6186.594411,0.105583954,fixed-free,Silicone,6464735.865,276475529.49664515
1.90588758,47621608939.0,3408.049076,0.091628381,fixed-free,Silicone,12070422.78,
1.64422204,171958000000.0,4155.962082,0.143923571,fixed-free,Polyurethane,38765627.49,195058835.9862497
1.208272922,157061000000.0,2696.08515,0.168707616,fixed-fixed,Polyurethane,35843536.61,428689295.27826166
1.449315597,140754000000.0,3451.509491,0.041419905,free-free,Polyurethane,26773737.06,685783312.2250001
0.972337249,57212779768.0,2602.398371,0.120662486,fixed-free,Silicone,9721135.064,140915300.38782954
0.806789892,116695000000.0,1458.314655,,fixed-fixed,Polyurethane,33096389.44,231317270.41218996
1.190239632,68114287489.0,5698.462646,0.143831463,free-free,Silicone,7977226.587,68623202.46940859
0.984425492,17888357500.0,5859.15852,0.138039473,free-free,Epoxy,1695816.219,
1.486429568,191212000000.0,5331.794094,0.184385632,fixed-fixed,Silicone,24929054.53,737146263.3354031
0.56418141,26753224038.0,3912.595744,0.023977251,fixed-fixed,Acrylic,2049601.254,58460015.24649525
1.931649423,190723000000.0,3568.472962,0.022137355,fixed-free,Polyurethane,51851601.71,528620991.32118344
2.085441546,94646782135.0,6828.980546,0.054970984,free-free,Polyurethane,12170760.03,148812627.53508592
1.422423285,11184682501.0,3083.066006,0.155467935,free-free,Polyurethane,2300793.305,44744994.696187586
0.58633814,85048448759.0,7906.410861,0.160897493,fixed-fixed,Epoxy,3153833.509,397993504.725537
1.491967099,102829000000.0,5465.119358,0.188947658,fixed-fixed,Acrylic,15127611.99,407696329.1161338
0.714487523,27879821254.0,4183.178989,0.12019692,free-free,Silicone,2381010.86,79906655.84277016
1.989575359,167004000000.0,6516.737222,0.102408798,fixed-free,Polyurethane,20976258.1,818596908.1089872
1.611352316,46533167777.0,4654.104987,0.038026402,fixed-fixed,Polyurethane,9330159.584,63851536.49610381
1.734712677,45326718826.0,2719.669083,0.139817519,free-free,Polyurethane,14247972.66,216038027.72050118
1.733421145,130684000000.0,5120.189312,0.016870094,free-free,Epoxy,24563449.83,381918723.0970638
1.484972013,21426063109.0,6872.684097,0.025972293,fixed-fixed,Silicone,2641005.937,33636456.55417945
1.512633139,68614522364.0,6428.888598,0.11713365,fixed-fixed,Silicone,7183384.835,86660945.09706439
